"","X","movie_id","title","release_year","popularity","original_language","poster_path","language","country","release_date","academy_award","academy_nominated","palme_dor","golden_lion","total_awards"
"1215",1215,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","JP","2002-07-19T00:00:00.000Z",1,1,0,0,2
"1216",1216,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","ES","2002-10-11T00:00:00.000Z",1,1,0,0,2
"1217",1217,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","ES","2002-10-25T00:00:00.000Z",1,1,0,0,2
"1218",1218,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","ES","2003-04-02T00:00:00.000Z",1,1,0,0,2
"1219",1219,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","IT","2014-06-25T00:00:00.000Z",1,1,0,0,2
"1220",1220,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","IT","2003-04-18T00:00:00.000Z",1,1,0,0,2
"1221",1221,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","IT","2003-10-23T00:00:00.000Z",1,1,0,0,2
"1222",1222,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","BR","2003-07-18T00:00:00.000Z",1,1,0,0,2
"1223",1223,129,"Spirited Away",2001,4.479,"ja","https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg","ja","BR","2004-02-01T00:00:00.000Z",1,1,0,0,2
"1224",1224,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-10-09T00:00:00.000Z",1,1,0,0,2
"1225",1225,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-10-01T00:00:00.000Z",1,1,0,0,2
"1226",1226,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-10-15T00:00:00.000Z",1,1,0,0,2
"1227",1227,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-10-18T00:00:00.000Z",1,1,0,0,2
"1228",1228,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-10-25T00:00:00.000Z",1,1,0,0,2
"1229",1229,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-11-08T00:00:00.000Z",1,1,0,0,2
"1230",1230,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2023-12-08T00:00:00.000Z",1,1,0,0,2
"1231",1231,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2024-06-25T00:00:00.000Z",1,1,0,0,2
"1232",1232,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2024-09-06T00:00:00.000Z",1,1,0,0,2
"1233",1233,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2024-07-09T00:00:00.000Z",1,1,0,0,2
"1234",1234,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","US","2024-09-07T00:00:00.000Z",1,1,0,0,2
"1235",1235,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","GB","2023-10-08T00:00:00.000Z",1,1,0,0,2
"1236",1236,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","GB","2023-12-15T00:00:00.000Z",1,1,0,0,2
"1237",1237,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","GB","2023-12-26T00:00:00.000Z",1,1,0,0,2
"1238",1238,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","GB","2024-10-07T00:00:00.000Z",1,1,0,0,2
"1239",1239,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","GB","2024-09-23T00:00:00.000Z",1,1,0,0,2
"1240",1240,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","DE","2023-12-02T00:00:00.000Z",1,1,0,0,2
"1241",1241,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","DE","2024-01-04T00:00:00.000Z",1,1,0,0,2
"1242",1242,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","DE","2024-10-07T00:00:00.000Z",1,1,0,0,2
"1243",1243,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","FR","2023-10-17T00:00:00.000Z",1,1,0,0,2
"1244",1244,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","FR","2023-11-01T00:00:00.000Z",1,1,0,0,2
"1245",1245,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","FR","2024-12-04T00:00:00.000Z",1,1,0,0,2
"1246",1246,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","TR","2023-10-20T00:00:00.000Z",1,1,0,0,2
"1247",1247,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","TR","2023-10-27T00:00:00.000Z",1,1,0,0,2
"1248",1248,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","IN","2024-05-10T00:00:00.000Z",1,1,0,0,2
"1249",1249,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","JP","2023-07-14T00:00:00.000Z",1,1,0,0,2
"1250",1250,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","JP","2024-07-03T00:00:00.000Z",1,1,0,0,2
"1251",1251,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","ES","2023-09-22T00:00:00.000Z",1,1,0,0,2
"1252",1252,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","ES","2023-10-06T00:00:00.000Z",1,1,0,0,2
"1253",1253,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","ES","2023-10-27T00:00:00.000Z",1,1,0,0,2
"1254",1254,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","IT","2023-10-23T00:00:00.000Z",1,1,0,0,2
"1255",1255,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","IT","2024-01-01T00:00:00.000Z",1,1,0,0,2
"1256",1256,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","BR","2024-02-22T00:00:00.000Z",1,1,0,0,2
"1257",1257,508883,"The Boy and the Heron",2023,4.236,"ja","https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg","ja","BR","2024-10-28T00:00:00.000Z",1,1,0,0,2
"1258",1258,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","US","2016-07-03T00:00:00.000Z",0,0,0,0,0
"1259",1259,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","US","2017-04-07T00:00:00.000Z",0,0,0,0,0
"1260",1260,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","US","2017-11-07T00:00:00.000Z",0,0,0,0,0
"1261",1261,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","GB","2016-10-14T00:00:00.000Z",0,0,0,0,0
"1262",1262,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","GB","2017-08-23T00:00:00.000Z",0,0,0,0,0
"1263",1263,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","GB","2016-11-18T00:00:00.000Z",0,0,0,0,0
"1264",1264,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","GB","2017-11-06T00:00:00.000Z",0,0,0,0,0
"1265",1265,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","GB","2023-12-14T00:00:00.000Z",0,0,0,0,0
"1266",1266,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","DE","2018-01-11T00:00:00.000Z",0,0,0,0,0
"1267",1267,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","DE","2018-05-18T00:00:00.000Z",0,0,0,0,0
"1268",1268,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","DE","2018-12-25T00:00:00.000Z",0,0,0,0,0
"1269",1269,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","FR","2016-12-28T00:00:00.000Z",0,0,0,0,0
"1270",1270,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","FR","2017-11-22T00:00:00.000Z",0,0,0,0,0
"1271",1271,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","FR","2021-06-30T00:00:00.000Z",0,0,0,0,0
"1272",1272,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","JP","2016-08-26T00:00:00.000Z",0,0,0,0,0
"1273",1273,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","JP","2017-07-26T00:00:00.000Z",0,0,0,0,0
"1274",1274,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","JP","2017-11-04T00:00:00.000Z",0,0,0,0,0
"1275",1275,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","ES","2017-04-07T00:00:00.000Z",0,0,0,0,0
"1276",1276,372058,"Your Name.",2016,3.924,"ja","https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg","ja","BR","2017-10-11T00:00:00.000Z",0,0,0,0,0
"1277",1277,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2023-03-05T00:00:00.000Z",0,0,0,0,0
"1278",1278,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2023-10-27T00:00:00.000Z",0,0,0,0,0
"1279",1279,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2023-04-14T00:00:00.000Z",0,0,0,0,0
"1280",1280,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2023-11-16T00:00:00.000Z",0,0,0,0,0
"1281",1281,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2024-04-05T00:00:00.000Z",0,0,0,0,0
"1282",1282,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2024-01-30T00:00:00.000Z",0,0,0,0,0
"1283",1283,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","US","2024-03-12T00:00:00.000Z",0,0,0,0,0
"1284",1284,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","GB","2023-04-14T00:00:00.000Z",0,0,0,0,0
"1285",1285,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","GB","2024-04-01T00:00:00.000Z",0,0,0,0,0
"1286",1286,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","GB","2024-04-05T00:00:00.000Z",0,0,0,0,0
"1287",1287,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","GB","2024-04-01T00:00:00.000Z",0,0,0,0,0
"1288",1288,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","DE","2023-02-23T00:00:00.000Z",0,0,0,0,0
"1289",1289,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","DE","2023-04-13T00:00:00.000Z",0,0,0,0,0
"1290",1290,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","FR","2023-04-12T00:00:00.000Z",0,0,0,0,0
"1291",1291,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","JP","2022-11-11T00:00:00.000Z",0,0,0,0,0
"1292",1292,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","JP","2024-04-05T00:00:00.000Z",0,0,0,0,0
"1293",1293,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","JP","2023-09-20T00:00:00.000Z",0,0,0,0,0
"1294",1294,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","JP","2024-04-05T00:00:00.000Z",0,0,0,0,0
"1295",1295,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","ES","2023-04-14T00:00:00.000Z",0,0,0,0,0
"1296",1296,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","IT","2023-04-27T00:00:00.000Z",0,0,0,0,0
"1297",1297,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","BR","2023-04-13T00:00:00.000Z",0,0,0,0,0
"1298",1298,916224,"Suzume",2022,4.183,"ja","https://image.tmdb.org/t/p/w500/x5CrIflmv8WZJeLv7V611aRGbPs.jpg","ja","BR","2023-11-16T00:00:00.000Z",0,0,0,0,0
"1299",1299,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","US","2005-06-10T00:00:00.000Z",0,0,0,0,0
"1300",1300,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","US","2019-12-17T00:00:00.000Z",0,0,0,0,0
"1301",1301,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","GB","2005-09-23T00:00:00.000Z",0,0,0,0,0
"1302",1302,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","GB","2008-12-28T00:00:00.000Z",0,0,0,0,0
"1303",1303,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","DE","2005-08-25T00:00:00.000Z",0,0,0,0,0
"1304",1304,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","DE","2006-02-27T00:00:00.000Z",0,0,0,0,0
"1305",1305,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","DE","2012-05-18T00:00:00.000Z",0,0,0,0,0
"1306",1306,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","DE","2008-03-24T00:00:00.000Z",0,0,0,0,0
"1307",1307,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","FR","2005-01-12T00:00:00.000Z",0,0,0,0,0
"1308",1308,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","JP","2004-11-19T00:00:00.000Z",0,0,0,0,0
"1309",1309,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","ES","2006-03-03T00:00:00.000Z",0,0,0,0,0
"1310",1310,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","IT","2004-09-05T00:00:00.000Z",0,0,0,0,0
"1311",1311,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","IT","2004-09-09T00:00:00.000Z",0,0,0,0,0
"1312",1312,4935,"Howl's Moving Castle",2004,4.382,"ja","https://image.tmdb.org/t/p/w500/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg","ja","BR","2005-07-15T00:00:00.000Z",0,0,0,0,0
"1313",1313,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2023-10-16T00:00:00.000Z",1,1,0,0,2
"1314",1314,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2023-10-31T00:00:00.000Z",1,1,0,0,2
"1315",1315,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2024-04-16T00:00:00.000Z",1,1,0,0,2
"1316",1316,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2023-12-01T00:00:00.000Z",1,1,0,0,2
"1317",1317,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2023-11-22T00:00:00.000Z",1,1,0,0,2
"1318",1318,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2024-02-27T00:00:00.000Z",1,1,0,0,2
"1319",1319,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","US","2024-06-07T00:00:00.000Z",1,1,0,0,2
"1320",1320,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","GB","2023-10-04T00:00:00.000Z",1,1,0,0,2
"1321",1321,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","GB","2024-03-08T00:00:00.000Z",1,1,0,0,2
"1322",1322,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","DE","2024-03-21T00:00:00.000Z",1,1,0,0,2
"1323",1323,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","FR","2023-05-17T00:00:00.000Z",1,1,0,0,2
"1324",1324,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","FR","2023-12-27T00:00:00.000Z",1,1,0,0,2
"1325",1325,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","IN","2023-10-28T00:00:00.000Z",1,1,0,0,2
"1326",1326,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","JP","2023-06-02T00:00:00.000Z",1,1,0,0,2
"1327",1327,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","JP","2024-02-21T00:00:00.000Z",1,1,0,0,2
"1328",1328,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","ES","2023-09-29T00:00:00.000Z",1,1,0,0,2
"1329",1329,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","IT","2024-08-22T00:00:00.000Z",1,1,0,0,2
"1330",1330,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","BR","2023-10-08T00:00:00.000Z",1,1,0,0,2
"1331",1331,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","BR","2023-11-30T00:00:00.000Z",1,1,0,0,2
"1332",1332,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","BR","2024-03-01T00:00:00.000Z",1,1,0,0,2
"1333",1333,1050035,"Monster",2023,4.403,"ja","https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg","ja","BR","2024-09-15T00:00:00.000Z",1,1,0,0,2
"1334",1334,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2023-09-01T00:00:00.000Z",0,0,0,0,0
"1335",1335,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2023-10-11T00:00:00.000Z",0,0,0,0,0
"1336",1336,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2023-10-25T00:00:00.000Z",0,0,0,0,0
"1337",1337,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2023-10-28T00:00:00.000Z",0,0,0,0,0
"1338",1338,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2023-11-10T00:00:00.000Z",0,0,0,0,0
"1339",1339,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2024-02-07T00:00:00.000Z",0,0,0,0,0
"1340",1340,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2024-03-05T00:00:00.000Z",0,0,0,0,0
"1341",1341,976893,"Perfect Days",2023,3.911,"ja","https://image.tmdb.org/t/p/w500/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg","ja","US","2024-07-16T00:00:00.000Z",0,0,0,0,0
