"","X","movie_id","title","release_year","popularity","original_language","poster_path","language","country","release_date","academy_award","academy_nominated","palme_dor","golden_lion","total_awards"
"1",1,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","US","2001-03-30T00:00:00.000Z",0,0,0,0,0
"2",2,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","GB","2001-02-22T00:00:00.000Z",0,0,0,0,0
"3",3,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","DE","2001-11-01T00:00:00.000Z",0,0,0,0,0
"4",4,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","FR","2000-05-14T00:00:00.000Z",0,0,0,0,0
"5",5,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","FR","2000-10-30T00:00:00.000Z",0,0,0,0,0
"6",6,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","JP","2002-02-22T00:00:00.000Z",0,0,0,0,0
"7",7,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","ES","2001-03-16T00:00:00.000Z",0,0,0,0,0
"8",8,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","IT","2001-03-02T00:00:00.000Z",0,0,0,0,0
"9",9,55,"Amores Perros",2000,4.281,"es","https://image.tmdb.org/t/p/w500/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg","es","BR","2001-08-19T00:00:00.000Z",0,0,0,0,0
"10",10,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","US","2024-10-01T00:00:00.000Z",0,0,0,0,0
"11",11,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","US","2024-10-04T00:00:00.000Z",0,0,0,0,0
"12",12,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","GB","2024-10-04T00:00:00.000Z",0,0,0,0,0
"13",13,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","DE","2024-10-04T00:00:00.000Z",0,0,0,0,0
"14",14,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","FR","2024-10-04T00:00:00.000Z",0,0,0,0,0
"15",15,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","TR","2024-10-04T00:00:00.000Z",0,0,0,0,0
"16",16,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","IN","2024-10-04T00:00:00.000Z",0,0,0,0,0
"17",17,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","JP","2024-10-04T00:00:00.000Z",0,0,0,0,0
"18",18,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","ES","2024-09-27T00:00:00.000Z",0,0,0,0,0
"19",19,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","ES","2024-10-04T00:00:00.000Z",0,0,0,0,0
"20",20,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","IT","2024-10-04T00:00:00.000Z",0,0,0,0,0
"21",21,1125510,"The Platform 2",2024,3.997,"es","https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg","es","BR","2024-10-04T00:00:00.000Z",0,0,0,0,0
"22",22,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","US","2006-10-15T00:00:00.000Z",0,0,0,0,0
"23",23,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","US","2007-01-17T00:00:00.000Z",0,0,0,0,0
"24",24,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","US","2006-12-18T00:00:00.000Z",0,0,0,0,0
"25",25,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","US","2006-12-29T00:00:00.000Z",0,0,0,0,0
"26",26,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","US","2007-01-19T00:00:00.000Z",0,0,0,0,0
"27",27,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","GB","2006-08-25T00:00:00.000Z",0,0,0,0,0
"28",28,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","GB","2006-11-24T00:00:00.000Z",0,0,0,0,0
"29",29,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","DE","2007-02-22T00:00:00.000Z",0,0,0,0,0
"30",30,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2006-05-27T00:00:00.000Z",0,0,0,0,0
"31",31,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2006-10-26T00:00:00.000Z",0,0,0,0,0
"32",32,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2006-11-01T00:00:00.000Z",0,0,0,0,0
"33",33,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2011-05-05T00:00:00.000Z",0,0,0,0,0
"34",34,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2021-10-22T00:00:00.000Z",0,0,0,0,0
"35",35,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2007-07-03T00:00:00.000Z",0,0,0,0,0
"36",36,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","FR","2009-04-15T00:00:00.000Z",0,0,0,0,0
"37",37,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","TR","2007-04-06T00:00:00.000Z",0,0,0,0,0
"38",38,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","JP","2007-10-06T00:00:00.000Z",0,0,0,0,0
"39",39,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","ES","2006-10-06T00:00:00.000Z",0,0,0,0,0
"40",40,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","ES","2006-10-11T00:00:00.000Z",0,0,0,0,0
"41",41,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","IT","2006-11-24T00:00:00.000Z",0,0,0,0,0
"42",42,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","BR","2006-09-29T00:00:00.000Z",0,0,0,0,0
"43",43,1417,"Pan's Labyrinth",2006,4.377,"es","https://image.tmdb.org/t/p/w500/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg","es","BR","2006-12-01T00:00:00.000Z",0,0,0,0,0
"44",44,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","US","2023-06-08T00:00:00.000Z",0,0,0,0,0
"45",45,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","GB","2023-06-08T00:00:00.000Z",0,0,0,0,0
"46",46,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","DE","2023-06-08T00:00:00.000Z",0,0,0,0,0
"47",47,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","FR","2023-06-08T00:00:00.000Z",0,0,0,0,0
"48",48,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","TR","2023-06-08T00:00:00.000Z",0,0,0,0,0
"49",49,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","JP","2023-06-08T00:00:00.000Z",0,0,0,0,0
"50",50,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","ES","2023-06-08T00:00:00.000Z",0,0,0,0,0
"51",51,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","IT","2023-06-08T00:00:00.000Z",0,0,0,0,0
"52",52,1010581,"My Fault",2023,3.891,"es","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","es","BR","2023-06-08T00:00:00.000Z",0,0,0,0,0
"53",53,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","US","2022-02-04T00:00:00.000Z",0,0,0,0,0
"54",54,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","GB","2022-02-04T00:00:00.000Z",0,0,0,0,0
"55",55,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","DE","2022-02-04T00:00:00.000Z",0,0,0,0,0
"56",56,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","FR","2022-02-04T00:00:00.000Z",0,0,0,0,0
"57",57,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","ES","2022-02-04T00:00:00.000Z",0,0,0,0,0
"58",58,818647,"Through My Window",2022,3.623,"es","https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","es","BR","2022-02-04T00:00:00.000Z",0,0,0,0,0
"59",59,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","DE","2024-11-01T00:00:00.000Z",0,0,0,0,0
"60",60,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","TR","2024-10-31T00:00:00.000Z",0,0,0,0,0
"61",61,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","ES","2024-10-04T00:00:00.000Z",0,0,0,0,0
"62",62,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","ES","2024-10-31T00:00:00.000Z",0,0,0,0,0
"63",63,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","IT","2024-10-31T00:00:00.000Z",0,0,0,0,0
"64",64,1118031,"Apocalypse Z: The Beginning of the End",2024,3.966,"es","https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg","es","BR","2024-10-31T00:00:00.000Z",0,0,0,0,0
"65",65,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","US","2024-12-26T00:00:00.000Z",0,0,0,0,0
"66",66,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","GB","2024-12-27T00:00:00.000Z",0,0,0,0,0
"67",67,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","DE","2024-12-27T00:00:00.000Z",0,0,0,0,0
"68",68,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","FR","2024-12-27T00:00:00.000Z",0,0,0,0,0
"69",69,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","TR","2024-12-27T00:00:00.000Z",0,0,0,0,0
"70",70,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","IN","2024-12-27T00:00:00.000Z",0,0,0,0,0
"71",71,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","JP","2024-12-27T00:00:00.000Z",0,0,0,0,0
"72",72,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","ES","2024-12-27T00:00:00.000Z",0,0,0,0,0
"73",73,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","IT","2024-12-27T00:00:00.000Z",0,0,0,0,0
"74",74,1156593,"Your Fault",2024,5.335,"es","https://image.tmdb.org/t/p/w500/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg","es","BR","2024-12-26T00:00:00.000Z",0,0,0,0,0
"75",75,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","US","2023-10-07T00:00:00.000Z",0,0,0,0,0
"76",76,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","US","2023-10-21T00:00:00.000Z",0,0,0,0,0
"77",77,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","US","2023-12-22T00:00:00.000Z",0,0,0,0,0
"78",78,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","US","2024-01-04T00:00:00.000Z",0,0,0,0,0
"79",79,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","GB","2024-01-04T00:00:00.000Z",0,0,0,0,0
"80",80,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","DE","2023-12-21T00:00:00.000Z",0,0,0,0,0
"81",81,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","DE","2024-01-04T00:00:00.000Z",0,0,0,0,0
"82",82,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","FR","2023-10-16T00:00:00.000Z",0,0,0,0,0
"83",83,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","FR","2024-01-04T00:00:00.000Z",0,0,0,0,0
"84",84,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","TR","2024-01-04T00:00:00.000Z",0,0,0,0,0
"85",85,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","IN","2024-01-04T00:00:00.000Z",0,0,0,0,0
"86",86,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","JP","2023-12-22T00:00:00.000Z",0,0,0,0,0
"87",87,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","ES","2023-12-15T00:00:00.000Z",0,0,0,0,0
"88",88,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","ES","2024-01-04T00:00:00.000Z",0,0,0,0,0
"89",89,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","IT","2023-09-09T00:00:00.000Z",0,0,0,0,0
"90",90,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","IT","2024-01-04T00:00:00.000Z",0,0,0,0,0
"91",91,906126,"Society of the Snow",2023,3.873,"es","https://image.tmdb.org/t/p/w500/2e853FDVSIso600RqAMunPxiZjq.jpg","es","BR","2024-01-04T00:00:00.000Z",0,0,0,0,0
"92",92,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","US","2019-09-22T00:00:00.000Z",0,0,0,0,0
"93",93,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","US","2020-03-20T00:00:00.000Z",0,0,0,0,0
"94",94,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","GB","2020-03-20T00:00:00.000Z",0,0,0,0,0
"95",95,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","DE","2020-03-20T00:00:00.000Z",0,0,0,0,0
"96",96,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","FR","2020-03-20T00:00:00.000Z",0,0,0,0,0
"97",97,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","TR","2020-03-20T00:00:00.000Z",0,0,0,0,0
"98",98,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","IN","2020-03-20T00:00:00.000Z",0,0,0,0,0
"99",99,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","JP","2021-01-29T00:00:00.000Z",0,0,0,0,0
"100",100,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","ES","2019-11-07T00:00:00.000Z",0,0,0,0,0
"101",101,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","ES","2019-10-07T00:00:00.000Z",0,0,0,0,0
"102",102,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","ES","2019-11-08T00:00:00.000Z",0,0,0,0,0
"103",103,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","ES","2020-03-20T00:00:00.000Z",0,0,0,0,0
"104",104,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","IT","2019-11-26T00:00:00.000Z",0,0,0,0,0
"105",105,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","IT","2020-03-20T00:00:00.000Z",0,0,0,0,0
"106",106,619264,"The Platform",2019,4.334,"es","https://image.tmdb.org/t/p/w500/iXvQnzy6JCAx1PiQEKXuTY04ZHl.jpg","es","BR","2020-03-20T00:00:00.000Z",0,0,0,0,0
"107",107,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2023-10-21T00:00:00.000Z",0,0,0,0,0
"108",108,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-04-25T00:00:00.000Z",0,0,0,0,0
"109",109,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-03-24T00:00:00.000Z",0,0,0,0,0
"110",110,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-05-31T00:00:00.000Z",0,0,0,0,0
"111",111,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-09-10T00:00:00.000Z",0,0,0,0,0
"112",112,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-11-26T00:00:00.000Z",0,0,0,0,0
"113",113,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","US","2024-10-08T00:00:00.000Z",0,0,0,0,0
"114",114,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","GB","2023-10-08T00:00:00.000Z",0,0,0,0,0
"115",115,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","GB","2024-03-22T00:00:00.000Z",0,0,0,0,0
"116",116,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","GB","2024-03-22T00:00:00.000Z",0,0,0,0,0
"117",117,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","GB","2024-08-16T00:00:00.000Z",0,0,0,0,0
"118",118,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","GB","2024-06-17T00:00:00.000Z",0,0,0,0,0
"119",119,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","DE","2023-09-10T00:00:00.000Z",0,0,0,0,0
"120",120,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","DE","2024-05-09T00:00:00.000Z",0,0,0,0,0
"121",121,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","DE","2024-10-17T00:00:00.000Z",0,0,0,0,0
"122",122,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","DE","2024-11-07T00:00:00.000Z",0,0,0,0,0
"123",123,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","FR","2023-05-20T00:00:00.000Z",0,0,0,0,0
"124",124,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","FR","2023-06-12T00:00:00.000Z",0,0,0,0,0
"125",125,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","FR","2023-12-27T00:00:00.000Z",0,0,0,0,0
"126",126,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","FR","2024-07-24T00:00:00.000Z",0,0,0,0,0
"127",127,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","TR","2024-04-19T00:00:00.000Z",0,0,0,0,0
"128",128,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","JP","2024-11-08T00:00:00.000Z",0,0,0,0,0
"129",129,838240,"Robot Dreams",2023,3.866,"es","https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg","es","ES","2023-11-24T00:00:00.000Z",0,0,0,0,0
